time,mean_G,time,GA_mean,GB_mean,time,GA_mean,GB_mean
4678,16.556,4678,0,16.956,4678,16.498,16.462
4679,16.556,4679,0,16.93,4679,16.532,16.454
4680,16.536,4680,0,16.926,4680,16.542,16.44
4681,16.534,4681,0,16.876,4681,16.51,16.44
4682,16.514,4682,0,16.882,4682,16.496,16.446
4683,16.524,4683,0,16.902,4683,16.49,16.448
4684,16.584,4684,0,16.914,4684,16.488,16.474
4685,16.6,4685,0,16.906,4685,16.498,16.468
4686,16.598,4686,0,16.884,4686,16.5,16.468
4687,16.578,4687,0,16.91,4687,16.512,16.462
4688,16.602,4688,0,16.958,4688,16.514,16.524
4689,16.656,4689,0,17.004,4689,16.536,16.502
4690,16.628,4690,0,16.956,4690,16.558,16.526
4691,16.616,4691,0,16.88,4691,16.496,16.522
4692,16.61,4692,0,16.878,4692,16.502,16.494
4693,16.666,4693,0,16.888,4693,16.508,16.502
4694,16.686,4694,0,16.906,4694,16.53,16.482
4695,16.696,4695,0,16.874,4695,16.486,16.49
4696,16.668,4696,0,16.866,4696,16.51,16.508
4697,16.644,4697,0,16.874,4697,16.538,16.518
4698,16.64,4698,0,16.888,4698,16.54,16.536
4699,16.624,4699,0,16.844,4699,16.56,16.51
4700,16.618,4700,0,16.874,4700,16.584,16.508
4701,16.612,4701,0,16.882,4701,16.562,16.496
4702,16.664,4702,0,16.91,4702,16.55,16.516
4703,16.622,4703,0,16.926,4703,16.582,16.512
4704,16.626,4704,0,16.912,4704,16.578,16.484
4705,16.624,4705,0,16.892,4705,16.562,16.466
4706,16.574,4706,0,16.844,4706,16.512,16.438
4707,16.552,4707,0,16.856,4707,16.518,16.426
4708,16.524,4708,0,16.868,4708,16.532,16.424
4709,16.528,4709,0,16.886,4709,16.552,16.426
4710,16.494,4710,0,16.878,4710,16.538,16.378
4711,16.51,4711,0,16.844,4711,16.53,16.37
4712,16.492,4712,0,16.888,4712,16.566,16.378
4713,16.528,4713,0,16.914,4713,16.556,16.362
4714,16.542,4714,0,16.898,4714,16.546,16.394
4715,16.544,4715,0,16.888,4715,16.52,16.404
4716,16.52,4716,0,16.916,4716,16.492,16.402
4717,16.486,4717,0,16.91,4717,16.494,16.442
4718,16.456,4718,0,16.944,4718,16.486,16.466
4719,16.514,4719,0,16.956,4719,16.464,16.446
4720,16.508,4720,0,16.946,4720,16.464,16.398
4721,16.554,4721,0,16.96,4721,16.464,16.376
4722,16.548,4722,0,16.992,4722,16.454,16.398
4723,16.572,4723,0,16.972,4723,16.41,16.388
4724,16.582,4724,0,16.98,4724,16.392,16.38
4725,16.622,4725,0,17.036,4725,16.402,16.41
4726,16.66,4726,0,17.058,4726,16.412,16.416
4727,16.652,4727,0,17.098,4727,16.372,16.448
4728,16.666,4728,0,17.09,4728,16.406,16.49
4729,16.672,4729,0,17.118,4729,16.434,16.466
4730,16.648,4730,0,17.14,4730,16.442,16.45
4731,16.702,4731,0,17.194,4731,16.388,16.396
4732,16.696,4732,0,17.196,4732,16.4,16.428
4733,16.662,4733,0,17.16,4733,16.394,16.426
4734,16.67,4734,0,17.19,4734,16.412,16.414
4735,16.674,4735,0,17.186,4735,16.398,16.468
4736,16.688,4736,0,17.198,4736,16.416,16.508
4737,16.71,4737,0,17.144,4737,16.378,16.5
4738,16.74,4738,0,17.158,4738,16.392,16.486
4739,16.718,4739,0,17.182,4739,16.4,16.522
4740,16.734,4740,0,17.21,4740,16.426,16.524
4741,16.712,4741,0,17.176,4741,16.456,16.576
4742,16.714,4742,0,17.162,4742,16.48,16.586
4743,16.704,4743,0,17.16,4743,16.492,16.574
4744,16.726,4744,0,17.142,4744,16.502,16.58
4745,16.76,4745,0,17.13,4745,16.488,16.546
4746,16.746,4746,0,17.13,4746,16.516,16.568
4747,16.734,4747,0,17.156,4747,16.532,16.602
4748,16.722,4748,0,17.116,4748,16.502,16.636
4749,16.756,4749,0,17.136,4749,16.49,16.668
4750,16.754,4750,0,17.12,4750,16.47,16.668
4751,16.794,4751,0,17.114,4751,16.492,16.676
4752,16.782,4752,0,17.146,4752,16.448,16.698
4753,16.776,4753,0,17.11,4753,16.496,16.706
4754,16.794,4754,0,17.092,4754,16.518,16.692
4755,16.838,4755,0,17.102,4755,16.502,16.688
4756,16.824,4756,0,17.108,4756,16.472,16.652
4757,16.808,4757,0,17.096,4757,16.482,16.642
4758,16.778,4758,0,17.066,4758,16.5,16.656
4759,16.786,4759,0,17.062,4759,16.466,16.634
4760,16.756,4760,0,17.084,4760,16.482,16.658
4761,16.766,4761,0,17.1,4761,16.474,16.622
4762,16.78,4762,0,17.046,4762,16.456,16.646
4763,16.812,4763,0,17.08,4763,16.444,16.65
4764,16.764,4764,0,17.116,4764,16.488,16.688
4765,16.738,4765,0,17.12,4765,16.492,16.704
4766,16.75,4766,0,17.074,4766,16.506,16.69
4767,16.75,4767,0,17.092,4767,16.52,16.69
4768,16.778,4768,0,17.064,4768,16.542,16.668
4769,16.816,4769,0,17.074,4769,16.56,16.666
4770,16.884,4770,0,17.066,4770,16.528,16.694
4771,16.892,4771,0,17.03,4771,16.57,16.724
4772,16.84,4772,0,17.04,4772,16.576,16.754
4773,16.836,4773,0,17.026,4773,16.526,16.768
4774,16.846,4774,0,17.048,4774,16.556,16.78
4775,16.858,4775,0,17.092,4775,16.548,16.782
4776,16.874,4776,0,17.05,4776,16.558,16.774
4777,16.882,4777,0,17.006,4777,16.544,16.782
4778,16.86,4778,0,17.02,4778,16.552,16.776
4779,16.854,4779,0,17.012,4779,16.572,16.808
4780,16.89,4780,0,17.05,4780,16.602,16.84
4781,16.89,4781,0,17.066,4781,16.566,16.826
4782,16.862,4782,0,17.092,4782,16.592,16.856
4783,16.854,4783,0,17.044,4783,16.594,16.854
4784,16.86,4784,0,16.968,4784,16.616,16.882
4785,16.896,4785,0,17.018,4785,16.65,16.834
4786,16.94,4786,0,17.022,4786,16.612,16.838
4787,16.946,4787,0,17.018,4787,16.594,16.836
4788,16.918,4788,0,17.068,4788,16.588,16.832
4789,16.934,4789,0,17.078,4789,16.584,16.822
4790,16.95,4790,0,17.082,4790,16.6,16.824
4791,16.966,4791,0,17.056,4791,16.618,16.82
4792,16.948,4792,0,17.046,4792,16.64,16.82
4793,16.878,4793,0,17.058,4793,16.626,16.826
4794,16.89,4794,0,17.078,4794,16.64,16.842
4795,16.888,4795,0,17.06,4795,16.598,16.814
4796,16.87,4796,0,17.052,4796,16.584,16.82
4797,16.896,4797,0,17.096,4797,16.596,16.794
4798,16.832,4798,0,17.098,4798,16.64,16.83
4799,16.818,4799,0,17.082,4799,16.642,16.796
4800,16.822,4800,0,17.128,4800,16.636,16.802
4801,16.82,4801,0,17.146,4801,16.62,16.792
4802,16.81,4802,0,17.184,4802,16.588,16.796
4803,16.816,4803,0,17.21,4803,16.546,16.778
4804,16.81,4804,0,17.19,4804,16.588,16.77
4805,16.77,4805,0,17.14,4805,16.572,16.752
4806,16.76,4806,0,17.134,4806,16.566,16.75
4807,16.774,4807,0,17.088,4807,16.554,16.696
4808,16.81,4808,0,17.134,4808,16.562,16.704
4809,16.866,4809,0,17.112,4809,16.564,16.72
4810,16.862,4810,0,17.142,4810,16.532,16.708
4811,16.876,4811,0,17.164,4811,16.508,16.724
4812,16.906,4812,0,17.172,4812,16.464,16.738
4813,16.894,4813,0,17.164,4813,16.462,16.716
4814,16.906,4814,0,17.2,4814,16.472,16.72
4815,16.892,4815,0,17.246,4815,16.448,16.708
4816,16.946,4816,0,17.24,4816,16.486,16.694
4817,16.964,4817,0,17.256,4817,16.498,16.688
4818,16.996,4818,0,17.248,4818,16.48,16.65
4819,16.976,4819,0,17.264,4819,16.448,16.67
4820,16.988,4820,0,17.256,4820,16.448,16.664
4821,17.012,4821,0,17.24,4821,16.438,16.654
4822,16.988,4822,0,17.254,4822,16.484,16.688
4823,16.976,4823,0,17.268,4823,16.488,16.68
4824,16.956,4824,0,17.216,4824,16.502,16.7
4825,17.012,4825,0,17.188,4825,16.534,16.684
4826,17.014,4826,0,17.166,4826,16.524,16.69
4827,16.942,4827,0,17.164,4827,16.548,16.708
4828,16.956,4828,0,17.158,4828,16.548,16.728
4829,16.904,4829,0,17.114,4829,16.532,16.77
4830,16.916,4830,0,17.132,4830,16.508,16.774
4831,16.91,4831,0,17.148,4831,16.468,16.768
4832,16.882,4832,0,17.158,4832,16.462,16.73
4833,16.922,4833,0,17.124,4833,16.518,16.744
4834,16.902,4834,0,17.136,4834,16.504,16.702
4835,16.858,4835,0,17.164,4835,16.476,16.71
4836,16.88,4836,0,17.16,4836,16.5,16.75
4837,16.846,4837,0,17.164,4837,16.528,16.762
4838,16.832,4838,0,17.15,4838,16.518,16.76
4839,16.834,4839,0,17.12,4839,16.55,16.746
4840,16.882,4840,0,17.162,4840,16.572,16.784
4841,16.872,4841,0,17.2,4841,16.538,16.802
4842,16.87,4842,0,17.206,4842,16.524,16.792
4843,16.894,4843,0,17.216,4843,16.514,16.794
4844,16.898,4844,0,17.242,4844,16.486,16.818
4845,16.916,4845,0,17.246,4845,16.456,16.828
4846,16.942,4846,0,17.266,4846,16.498,16.762
4847,16.956,4847,0,17.268,4847,16.508,16.712
4848,16.936,4848,0,17.254,4848,16.522,16.742
4849,16.96,4849,0,17.286,4849,16.578,16.734
4850,16.934,4850,0,17.214,4850,16.562,16.71
4851,16.952,4851,0,17.18,4851,16.542,16.712
4852,16.924,4852,0,17.18,4852,16.574,16.72
4853,16.916,4853,0,17.17,4853,16.57,16.686
4854,16.854,4854,0,17.144,4854,16.62,16.652
4855,16.866,4855,0,17.16,4855,16.644,16.61
4856,16.852,4856,0,17.17,4856,16.69,16.582
4857,16.82,4857,0,17.166,4857,16.658,16.576
4858,16.778,4858,0,17.158,4858,16.656,16.586
4859,16.762,4859,0,17.126,4859,16.592,16.574
4860,16.762,4860,0,17.186,4860,16.558,16.618
4861,16.782,4861,0,17.18,4861,16.568,16.588
4862,16.79,4862,0,17.176,4862,16.584,16.586
4863,16.806,4863,0,17.158,4863,16.618,16.57
4864,16.836,4864,0,17.136,4864,16.556,16.584
4865,16.796,4865,0,17.112,4865,16.624,16.608
4866,16.828,4866,0,17.106,4866,16.628,16.602
4867,16.836,4867,0,17.074,4867,16.632,16.626
4868,16.866,4868,0,17.058,4868,16.634,16.616
4869,16.846,4869,0,17.068,4869,16.682,16.604
4870,16.852,4870,0,17.128,4870,16.676,16.618
4871,16.826,4871,0,17.122,4871,16.662,16.624
4872,16.8,4872,0,17.13,4872,16.656,16.604
4873,16.814,4873,0,17.158,4873,16.682,16.628
4874,16.814,4874,0,17.188,4874,16.67,16.584
4875,16.794,4875,0,17.168,4875,16.68,16.596
4876,16.788,4876,0,17.164,4876,16.666,16.576
4877,16.794,4877,0,17.164,4877,16.658,16.604
4878,16.766,4878,0,17.162,4878,16.646,16.6
4879,16.766,4879,0,17.178,4879,16.662,16.596
4880,16.716,4880,0,17.184,4880,16.652,16.578
4881,16.66,4881,0,17.152,4881,16.634,16.546
4882,16.682,4882,0,17.17,4882,16.668,16.536
4883,16.668,4883,0,17.164,4883,16.712,16.53
4884,16.666,4884,0,17.148,4884,16.706,16.516
4885,16.624,4885,0,17.184,4885,16.746,16.538
4886,16.608,4886,0,17.152,4886,16.724,16.526
4887,16.602,4887,0,17.154,4887,16.714,16.58
4888,16.594,4888,0,17.142,4888,16.716,16.586
4889,16.582,4889,0,17.16,4889,16.694,16.568
4890,16.624,4890,0,17.176,4890,16.674,16.52
4891,16.6,4891,0,17.148,4891,16.73,16.496
4892,16.59,4892,0,17.13,4892,16.718,16.562
4893,16.624,4893,0,17.092,4893,16.702,16.552
4894,16.612,4894,0,17.088,4894,16.724,16.578
4895,16.624,4895,0,17.13,4895,16.756,16.592
4896,16.61,4896,0,17.12,4896,16.72,16.558
4897,16.6,4897,0,17.084,4897,16.666,16.54
4898,16.588,4898,0,17.088,4898,16.72,16.538
4899,16.522,4899,0,17.116,4899,16.764,16.562
4900,16.504,4900,0,17.126,4900,16.766,16.546
4901,16.49,4901,0,17.11,4901,16.752,16.528
4902,16.474,4902,0,17.1,4902,16.746,16.532
4903,16.46,4903,0,17.148,4903,16.756,16.524
4904,16.434,4904,0,17.13,4904,16.76,16.578
4905,16.42,4905,0,17.116,4905,16.73,16.618
4906,16.448,4906,0,17.082,4906,16.708,16.61
4907,16.474,4907,0,17.024,4907,16.696,16.636
4908,16.46,4908,0,16.99,4908,16.686,16.65
4909,16.462,4909,0,17.008,4909,16.704,16.69
4910,16.468,4910,0,17.066,4910,16.688,16.736
4911,16.444,4911,0,17.076,4911,16.742,16.786
4912,16.464,4912,0,17.106,4912,16.69,16.8
4913,16.452,4913,0,17.142,4913,16.71,16.85
4914,16.506,4914,0,17.152,4914,16.728,16.826
4915,16.524,4915,0,17.13,4915,16.682,16.806
4916,16.522,4916,0,17.12,4916,16.658,16.804
4917,16.538,4917,0,17.128,4917,16.648,16.792
4918,16.554,4918,0,17.122,4918,16.65,16.802
4919,16.564,4919,0,17.124,4919,16.674,16.79
4920,16.582,4920,0,17.128,4920,16.704,16.782
4921,16.586,4921,0,17.12,4921,16.668,16.824
4922,16.602,4922,0,17.062,4922,16.678,16.802
4923,16.594,4923,0,17.054,4923,16.716,16.814
4924,16.594,4924,0,17.066,4924,16.696,16.846
4925,16.604,4925,0,17.102,4925,16.684,16.884
4926,16.658,4926,0,17.106,4926,16.65,16.87
4927,16.634,4927,0,17.084,4927,16.674,16.852
4928,16.654,4928,0,17.092,4928,16.648,16.846
4929,16.636,4929,0,17.084,4929,16.658,16.856
4930,16.638,4930,0,17.114,4930,16.716,16.82
4931,16.646,4931,0,17.106,4931,16.718,16.78
4932,16.638,4932,0,17.056,4932,16.748,16.792
4933,16.632,4933,0,17.068,4933,16.72,16.806
4934,16.646,4934,0,17.084,4934,16.728,16.78
4935,16.626,4935,0,17.05,4935,16.74,16.812
4936,16.648,4936,0,17.06,4936,16.758,16.814
4937,16.636,4937,0,17.108,4937,16.748,16.86
4938,16.67,4938,0,17.09,4938,16.716,16.826
4939,16.65,4939,0,17.09,4939,16.736,16.836
4940,16.676,4940,0,17.124,4940,16.776,16.834
4941,16.692,4941,0,17.124,4941,16.762,16.81
4942,16.688,4942,0,17.09,4942,16.774,16.828
4943,16.616,4943,0,17.086,4943,16.742,16.832
4944,16.63,4944,0,17.104,4944,16.74,16.862
4945,16.612,4945,0,17.15,4945,16.756,16.854
4946,16.632,4946,0,17.164,4946,16.796,16.834
4947,16.656,4947,0,17.162,4947,16.864,16.808
4948,16.61,4948,0,17.146,4948,16.842,16.858
4949,16.582,4949,0,17.174,4949,16.868,16.88
4950,16.574,4950,0,17.172,4950,16.846,16.874
4951,16.622,4951,0,17.148,4951,16.812,16.884
4952,16.582,4952,0,17.136,4952,16.808,16.86
4953,16.584,4953,0,17.154,4953,16.846,16.852
4954,16.572,4954,0,17.136,4954,16.842,16.846
4955,16.544,4955,0,17.124,4955,16.786,16.804
4956,16.552,4956,0,17.136,4956,16.814,16.776
4957,16.546,4957,0,17.142,4957,16.83,16.76
4958,16.546,4958,0,17.16,4958,16.842,16.73
4959,16.542,4959,0,17.128,4959,16.816,16.702
4960,16.478,4960,0,17.152,4960,16.772,16.642
4961,16.494,4961,0,17.19,4961,16.758,16.67
4962,16.566,4962,0,17.168,4962,16.728,16.684
4963,16.576,4963,0,17.25,4963,16.736,16.686
4964,16.576,4964,0,17.274,4964,16.752,16.7
4965,16.528,4965,0,17.25,4965,16.724,16.674
4966,16.498,4966,0,17.248,4966,16.74,16.678
4967,16.506,4967,0,17.236,4967,16.776,16.66
4968,16.536,4968,0,17.252,4968,16.77,16.652
4969,16.522,4969,0,17.29,4969,16.746,16.63
4970,16.51,4970,0,17.266,4970,16.69,16.62
4971,16.518,4971,0,17.27,4971,16.708,16.652
4972,16.56,4972,0,17.278,4972,16.746,16.636
4973,16.552,4973,0,17.266,4973,16.678,16.582
4974,16.528,4974,0,17.25,4974,16.674,16.57
4975,16.536,4975,0,17.252,4975,16.644,16.588
4976,16.516,4976,0,17.216,4976,16.654,16.6
4977,16.516,4977,0,17.246,4977,16.656,16.592
4978,16.52,4978,0,17.296,4978,16.644,16.566
4979,16.5,4979,0,17.31,4979,16.618,16.54
4980,16.54,4980,0,17.346,4980,16.646,16.564
4981,16.564,4981,0,17.372,4981,16.642,16.572
4982,16.55,4982,0,17.348,4982,16.59,16.56
4983,16.564,4983,0,17.37,4983,16.59,16.514
4984,16.572,4984,0,17.368,4984,16.626,16.49
4985,16.552,4985,0,17.32,4985,16.622,16.484
4986,16.498,4986,0,17.334,4986,16.678,16.52
4987,16.492,4987,0,17.336,4987,16.678,16.588
4988,16.462,4988,0,17.336,4988,16.732,16.594
4989,16.492,4989,0,17.364,4989,16.724,16.558
4990,16.506,4990,0,17.324,4990,16.722,16.534
4991,16.54,4991,0,17.336,4991,16.722,16.5
4992,16.564,4992,0,17.336,4992,16.712,16.5
4993,16.574,4993,0,17.342,4993,16.68,16.496
4994,16.558,4994,0,17.29,4994,16.672,16.464
4995,16.552,4995,0,17.262,4995,16.678,16.466
4996,16.564,4996,0,17.242,4996,16.612,16.45
4997,16.602,4997,0,17.216,4997,16.588,16.456
4998,16.596,4998,0,17.186,4998,16.592,16.474
4999,16.614,4999,0,17.154,4999,16.592,16.484
5000,16.648,5000,0,17.138,5000,16.558,16.464
5001,16.662,5001,0,17.168,5001,16.572,16.504
5002,16.626,5002,0,17.148,5002,16.548,16.482
5003,16.654,5003,0,17.156,5003,16.544,16.478
5004,16.636,5004,0,17.136,5004,16.58,16.444
5005,16.598,5005,0,17.122,5005,16.604,16.48
5006,16.582,5006,0,17.134,5006,16.638,16.48
5007,16.58,5007,0,17.112,5007,16.614,16.526
5008,16.592,5008,0,17.118,5008,16.602,16.538
5009,16.604,5009,0,17.088,5009,16.592,16.502
5010,16.626,5010,0,17.086,5010,16.6,16.496
5011,16.634,5011,0,17.082,5011,16.604,16.482
5012,16.64,5012,0,17.07,5012,16.554,16.474
5013,16.656,5013,0,17.064,5013,16.608,16.492
5014,16.67,5014,0,17.036,5014,16.636,16.502
5015,16.632,5015,0,16.994,5015,16.698,16.49
5016,16.678,5016,0,16.948,5016,16.692,16.49
5017,16.634,5017,0,16.91,5017,16.68,16.514
5018,16.606,5018,0,16.92,5018,16.662,16.524
5019,16.602,5019,0,16.948,5019,16.646,16.522
5020,16.622,5020,0,16.98,5020,16.636,16.5
5021,16.608,5021,0,17.02,5021,16.65,16.472
5022,16.636,5022,0,17.056,5022,16.692,16.43
5023,16.654,5023,0,17.066,5023,16.69,16.426
5024,16.616,5024,0,17.074,5024,16.714,16.41
5025,16.636,5025,0,17.084,5025,16.742,16.45
5026,16.638,5026,0,17.102,5026,16.732,16.41
5027,16.592,5027,0,17.056,5027,16.72,16.462
5028,16.624,5028,0,17.044,5028,16.706,16.474
5029,16.604,5029,0,17.03,5029,16.73,16.5
5030,16.614,5030,0,17.042,5030,16.73,16.546
5031,16.586,5031,0,17.054,5031,16.738,16.596
5032,16.56,5032,0,17.044,5032,16.76,16.57
5033,16.55,5033,0,17.02,5033,16.762,16.56
5034,16.558,5034,0,17.042,5034,16.726,16.55
5035,16.568,5035,0,17.04,5035,16.718,16.582
5036,16.558,5036,0,17.042,5036,16.704,16.58
5037,16.526,5037,0,17.008,5037,16.734,16.536
5038,16.498,5038,0,17.032,5038,16.716,16.524
5039,16.502,5039,0,17.056,5039,16.708,16.524
5040,16.496,5040,0,17.068,5040,16.74,16.524
5041,16.516,5041,0,17.086,5041,16.768,16.544
5042,16.486,5042,0,17.076,5042,16.764,16.494
5043,16.472,5043,0,17.132,5043,16.742,16.458
5044,16.486,5044,0,17.12,5044,16.762,16.464
5045,16.476,5045,0,17.142,5045,16.776,16.506
5046,16.456,5046,0,17.18,5046,16.776,16.464
5047,16.426,5047,0,17.184,5047,16.796,16.498
5048,16.42,5048,0,17.186,5048,16.784,16.566
5049,16.41,5049,0,17.2,5049,16.774,16.552
5050,16.378,5050,0,17.186,5050,16.77,16.498
5051,16.382,5051,0,17.178,5051,16.748,16.484
5052,16.34,5052,0,17.144,5052,16.758,16.422
5053,16.318,5053,0,17.134,5053,16.706,16.414
5054,16.27,5054,0,17.128,5054,16.736,16.432
5055,16.262,5055,0,17.14,5055,16.742,16.448
5056,16.246,5056,0,17.144,5056,16.758,16.464
5057,16.244,5057,0,17.14,5057,16.762,16.486
5058,16.222,5058,0,17.116,5058,16.772,16.512
5059,16.262,5059,0,17.098,5059,16.792,16.454
5060,16.268,5060,0,17.106,5060,16.768,16.458
5061,16.244,5061,0,17.132,5061,16.8,16.454
5062,16.2,5062,0,17.134,5062,16.818,16.518
5063,16.232,5063,0,17.152,5063,16.804,16.51
5064,16.208,5064,0,17.182,5064,16.776,16.5
5065,16.22,5065,0,17.232,5065,16.776,16.462
5066,16.202,5066,0,17.242,5066,16.798,16.446
5067,16.24,5067,0,17.272,5067,16.822,16.42
5068,16.254,5068,0,17.276,5068,16.814,16.396
5069,16.234,5069,0,17.294,5069,16.83,16.404
5070,16.232,5070,0,17.314,5070,16.846,16.386
5071,16.192,5071,0,17.288,5071,16.794,16.378
5072,16.18,5072,0,17.26,5072,16.756,16.408
5073,16.184,5073,0,17.3,5073,16.742,16.4
5074,16.194,5074,0,17.316,5074,16.716,16.388
5075,16.212,5075,0,17.276,5075,16.678,16.384
5076,16.222,5076,0,17.298,5076,16.738,16.402
5077,16.24,5077,0,17.276,5077,16.732,16.428
5078,16.272,5078,0,17.228,5078,16.734,16.41
5079,16.322,5079,0,17.238,5079,16.8,16.428
5080,16.352,5080,0,17.238,5080,16.828,16.41
5081,16.334,5081,0,17.25,5081,16.866,16.412
5082,16.388,5082,0,17.238,5082,16.884,16.378
5083,16.42,5083,0,17.256,5083,16.854,16.406
5084,16.394,5084,0,17.236,5084,16.832,16.428
5085,16.384,5085,0,17.206,5085,16.816,16.422
5086,16.426,5086,0,17.232,5086,16.82,16.394
5087,16.45,5087,0,17.208,5087,16.82,16.4
5088,16.482,5088,0,17.208,5088,16.812,16.41
5089,16.478,5089,0,17.188,5089,16.784,16.464
5090,16.474,5090,0,17.196,5090,16.804,16.45
5091,16.474,5091,0,17.2,5091,16.796,16.44
5092,16.464,5092,0,17.208,5092,16.792,16.4
5093,16.454,5093,0,17.198,5093,16.822,16.428
5094,16.436,5094,0,17.218,5094,16.836,16.532
5095,16.418,5095,0,17.196,5095,16.866,16.56
5096,16.426,5096,0,17.252,5096,16.83,16.564
5097,16.396,5097,0,17.236,5097,16.844,16.554
5098,16.404,5098,0,17.232,5098,16.798,16.578
5099,16.412,5099,0,17.27,5099,16.754,16.518
5100,16.414,5100,0,17.244,5100,16.762,16.506
5101,16.444,5101,0,17.256,5101,16.82,16.518
5102,16.432,5102,0,17.262,5102,16.766,16.526
5103,16.5,5103,0,17.242,5103,16.81,16.488
5104,16.482,5104,0,17.23,5104,16.77,16.534
5105,16.456,5105,0,17.256,5105,16.8,16.506
5106,16.462,5106,0,17.242,5106,16.796,16.538
5107,16.474,5107,0,17.296,5107,16.764,16.524
5108,16.456,5108,0,17.288,5108,16.744,16.54
5109,16.444,5109,0,17.274,5109,16.732,16.54
5110,16.456,5110,0,17.272,5110,16.706,16.534
5111,16.46,5111,0,17.316,5111,16.748,16.556
5112,16.476,5112,0,17.3,5112,16.75,16.536
5113,16.522,5113,0,17.27,5113,16.742,16.59
5114,16.496,5114,0,17.264,5114,16.766,16.578
5115,16.456,5115,0,17.222,5115,16.768,16.608
5116,16.408,5116,0,17.264,5116,16.76,16.61
5117,16.464,5117,0,17.296,5117,16.806,16.602
5118,16.488,5118,0,17.284,5118,16.788,16.574
5119,16.47,5119,0,17.266,5119,16.818,16.578
5120,16.48,5120,0,17.264,5120,16.798,16.558
5121,16.508,5121,0,17.21,5121,16.782,16.54
5122,16.528,5122,0,17.184,5122,16.852,16.5
5123,16.516,5123,0,17.186,5123,16.82,16.5
5124,16.494,5124,0,17.188,5124,16.772,16.498
5125,16.504,5125,0,17.172,5125,16.784,16.52
5126,16.488,5126,0,17.218,5126,16.766,16.48
5127,16.476,5127,0,17.23,5127,16.678,16.522
5128,16.47,5128,0,17.226,5128,16.666,16.534
5129,16.504,5129,0,17.206,5129,16.7,16.59
5130,16.506,5130,0,17.202,5130,16.73,16.576
5131,16.496,5131,0,17.214,5131,16.686,16.566
5132,16.486,5132,0,17.2,5132,16.69,16.554
5133,16.462,5133,0,17.152,5133,16.678,16.528
5134,16.456,5134,0,17.142,5134,16.642,16.532
5135,16.418,5135,0,17.152,5135,16.624,16.526
5136,16.37,5136,0,17.234,5136,16.642,16.534
5137,16.372,5137,0,17.246,5137,16.68,16.552
5138,16.38,5138,0,17.248,5138,16.632,16.6
5139,16.414,5139,0,17.274,5139,16.614,16.622
5140,16.354,5140,0,17.24,5140,16.606,16.642
5141,16.356,5141,0,17.238,5141,16.588,16.644
5142,16.364,5142,0,17.236,5142,16.626,16.698
5143,16.376,5143,0,17.212,5143,16.626,16.716
5144,16.364,5144,0,17.208,5144,16.644,16.75
5145,16.386,5145,0,17.224,5145,16.636,16.754
5146,16.382,5146,0,17.232,5146,16.644,16.718
5147,16.39,5147,0,17.192,5147,16.646,16.76
5148,16.392,5148,0,17.18,5148,16.642,16.8
5149,16.418,5149,0,17.192,5149,16.692,16.824
5150,16.46,5150,0,17.192,5150,16.714,16.812
5151,16.424,5151,0,17.176,5151,16.778,16.812
5152,16.384,5152,0,17.188,5152,16.766,16.816
5153,16.398,5153,0,17.176,5153,16.766,16.83
5154,16.404,5154,0,17.206,5154,16.79,16.846
5155,16.372,5155,0,17.232,5155,16.768,16.846
5156,16.39,5156,0,17.198,5156,16.814,16.832
5157,16.414,5157,0,17.174,5157,16.796,16.86
5158,16.422,5158,0,17.158,5158,16.764,16.858
5159,16.426,5159,0,17.198,5159,16.74,16.848
5160,16.412,5160,0,17.206,5160,16.766,16.866
5161,16.434,5161,0,17.22,5161,16.714,16.842
5162,16.446,5162,0,17.224,5162,16.704,16.822
5163,16.466,5163,0,17.252,5163,16.692,16.822
5164,16.464,5164,0,17.214,5164,16.662,16.848
5165,16.458,5165,0,17.2,5165,16.666,16.802
5166,16.526,5166,0,17.214,5166,16.682,16.838
5167,16.584,5167,0,17.2,5167,16.696,16.872
5168,16.548,5168,0,17.182,5168,16.69,16.896
5169,16.548,5169,0,17.196,5169,16.714,16.876
5170,16.602,5170,0,17.154,5170,16.702,16.906
5171,16.582,5171,0,17.16,5171,16.664,16.918
5172,16.554,5172,0,17.194,5172,16.592,16.916
5173,16.514,5173,0,17.19,5173,16.558,16.926
5174,16.492,5174,0,17.214,5174,16.542,16.916
5175,16.502,5175,0,17.218,5175,16.558,16.892
5176,16.52,5176,0,17.234,5176,16.568,16.858
5177,16.492,5177,0,17.2,5177,16.598,16.862
5178,16.496,5178,0,17.202,5178,16.6,16.89
5179,16.458,5179,0,17.204,5179,16.612,16.866
5180,16.456,5180,0,17.208,5180,16.618,16.856
5181,16.468,5181,0,17.192,5181,16.602,16.842
5182,16.504,5182,0,17.18,5182,16.572,16.838
5183,16.52,5183,0,17.214,5183,16.546,16.868
5184,16.52,5184,0,17.144,5184,16.574,16.892
5185,16.526,5185,0,17.108,5185,16.564,16.93
5186,16.47,5186,0,17.136,5186,16.52,16.962
5187,16.496,5187,0,17.13,5187,16.5,16.98
5188,16.496,5188,0,17.122,5188,16.478,16.948
5189,16.458,5189,0,17.13,5189,16.472,16.984
5190,16.424,5190,0,17.174,5190,16.48,16.964
5191,16.46,5191,0,17.188,5191,16.502,16.954
5192,16.462,5192,0,17.212,5192,16.498,16.922
5193,16.484,5193,0,17.212,5193,16.5,16.888
5194,16.516,5194,0,17.198,5194,16.448,16.882
